Report Date,ZIP Code,Number of Cases,Number of Testing Encounters,Number of PCR Testing Encounters
06/02/2020,24093,0,,1
06/02/2020,24095,Suppressed*,,30
06/02/2020,24101,Suppressed*,,49
06/02/2020,24102,0,,9
06/02/2020,24104,Suppressed*,,96
06/02/2020,24105,0,,5
06/02/2020,24112,75,,1009
06/02/2020,24120,Suppressed*,,14
06/02/2020,24121,Suppressed*,,149
06/02/2020,24122,Suppressed*,,19
06/02/2020,24124,Suppressed*,,46
06/02/2020,24127,Suppressed*,,66
06/02/2020,24128,Suppressed*,,21
06/02/2020,24131,0,,1
06/02/2020,24132,0,,9
06/02/2020,24133,Suppressed*,,55
06/02/2020,24134,0,,125
06/02/2020,24136,0,,23
06/02/2020,24137,Suppressed*,,22
06/02/2020,24138,0,,30
06/02/2020,24139,Suppressed*,,17
06/02/2020,24141,11,,232
06/02/2020,24142,0,,4
06/02/2020,24147,Suppressed*,,13
06/02/2020,24148,17,,170
06/02/2020,24149,0,,36
06/02/2020,24150,Suppressed*,,6
06/02/2020,24151,17,,291
06/02/2020,24153,62,,2246
06/02/2020,24161,0,,8
06/02/2020,24162,6,,53
06/02/2020,24165,Suppressed*,,48
06/02/2020,24167,0,,4
06/02/2020,24168,5,,31
06/02/2020,24171,13,,120
06/02/2020,24174,Suppressed*,,44
06/02/2020,24175,Suppressed*,,51
06/02/2020,24176,Suppressed*,,23
06/02/2020,24179,22,,155
06/02/2020,24184,6,,29
06/02/2020,24185,0,,12
06/02/2020,24201,Suppressed*,,420
06/02/2020,24202,8,,254
06/02/2020,24210,20,,389
06/02/2020,24211,10,,340
06/02/2020,24216,10,,89
06/02/2020,24217,0,,4
06/02/2020,24219,9,,568
06/02/2020,24220,0,,15
06/02/2020,24221,0,,7
06/02/2020,24224,6,,83
06/02/2020,24225,0,,15
06/02/2020,24226,0,,35
06/02/2020,24228,0,,123
06/02/2020,24230,0,,128
06/02/2020,24236,5,,44
06/02/2020,24237,0,,9
06/02/2020,24239,0,,6
06/02/2020,24243,0,,57
06/02/2020,24244,Suppressed*,,162
06/02/2020,24245,0,,26
06/02/2020,24246,0,,9
06/02/2020,24248,Suppressed*,,57
06/02/2020,24250,0,,20
06/02/2020,24251,Suppressed*,,226
06/02/2020,24256,0,,54
06/02/2020,24258,0,,32
06/02/2020,24260,0,,92
06/02/2020,24263,Suppressed*,,156
06/02/2020,24265,0,,14
06/02/2020,24266,Suppressed*,,181
06/02/2020,24269,0,,8
06/02/2020,24270,Suppressed*,,9
06/02/2020,24271,0,,63
06/02/2020,24272,0,,9
06/02/2020,24273,Suppressed*,,159
06/02/2020,24277,Suppressed*,,133
06/02/2020,24279,Suppressed*,,50
06/02/2020,24280,0,,10
06/02/2020,24281,0,,45
06/02/2020,24282,0,,16
06/02/2020,24283,0,,65
06/02/2020,24290,0,,43
06/02/2020,24292,0,,12
06/02/2020,24293,Suppressed*,,224
06/02/2020,24301,7,,384
06/02/2020,24311,0,,31
06/02/2020,24312,0,,42
06/02/2020,24313,Suppressed*,,15
06/02/2020,24314,0,,32
06/02/2020,24315,0,,50
06/02/2020,24316,0,,2
06/02/2020,24317,5,,71
06/02/2020,24318,0,,10
06/02/2020,24319,5,,104
06/02/2020,24322,0,,4
06/02/2020,24323,Suppressed*,,14
06/02/2020,24324,0,,45
06/02/2020,24325,Suppressed*,,15
06/02/2020,24326,Suppressed*,,21
06/02/2020,24328,Suppressed*,,31
06/02/2020,24330,18,,109
06/02/2020,24333,183,,787
06/02/2020,24340,Suppressed*,,94
06/02/2020,24343,40,,284
06/02/2020,24347,Suppressed*,,33
06/02/2020,24348,Suppressed*,,108
06/02/2020,24350,0,,21
06/02/2020,24351,0,,7
06/02/2020,24352,Suppressed*,,18
06/02/2020,24354,6,,300
06/02/2020,24360,5,,135
06/02/2020,24361,Suppressed*,,89
06/02/2020,24363,Suppressed*,,16
06/02/2020,24366,Suppressed*,,21
06/02/2020,24368,Suppressed*,,87
06/02/2020,24370,Suppressed*,,95
06/02/2020,24374,0,,20
06/02/2020,24375,0,,13
06/02/2020,24377,0,,4
06/02/2020,24378,Suppressed*,,14
06/02/2020,24380,Suppressed*,,19
06/02/2020,24381,7,,79
06/02/2020,24382,10,,329
06/02/2020,24401,66,,858
06/02/2020,24412,0,,1
06/02/2020,24413,0,,6
06/02/2020,24415,0,,2
06/02/2020,24416,13,,90
06/02/2020,24421,Suppressed*,,50
06/02/2020,24422,7,,149
06/02/2020,24426,16,,309
06/02/2020,24430,Suppressed*,,51
06/02/2020,24431,5,,73
06/02/2020,24432,Suppressed*,,3
06/02/2020,24433,0,,2
06/02/2020,24435,Suppressed*,,34
06/02/2020,24437,0,,16
06/02/2020,24439,0,,20
06/02/2020,24440,8,,62
06/02/2020,24441,31,,197
06/02/2020,24442,0,,2
06/02/2020,24445,0,,39
06/02/2020,24448,Suppressed*,,10
06/02/2020,24450,9,,459
06/02/2020,24457,Suppressed*,,24
06/02/2020,24458,0,,5
06/02/2020,24459,6,,12
06/02/2020,24460,0,,23
06/02/2020,24464,0,,1
06/02/2020,24465,Suppressed*,,28
06/02/2020,24467,Suppressed*,,38
06/02/2020,24471,Suppressed*,,46
06/02/2020,24472,Suppressed*,,78
06/02/2020,24473,0,,15
06/02/2020,24474,0,,10
06/02/2020,24476,Suppressed*,,11
06/02/2020,24477,15,,232
06/02/2020,24479,Suppressed*,,35
06/02/2020,24482,5,,95
06/02/2020,24483,Suppressed*,,10
06/02/2020,24484,0,,8
06/02/2020,24485,Suppressed*,,7
06/02/2020,24486,21,,107
06/02/2020,24487,0,,5
06/02/2020,24501,29,,875
06/02/2020,24502,34,,1022
06/02/2020,24503,13,,505
06/02/2020,24504,7,,250
06/02/2020,24517,Suppressed*,,152
06/02/2020,24520,Suppressed*,,46
06/02/2020,24521,8,,304
06/02/2020,24522,21,,299
06/02/2020,24523,23,,688
06/02/2020,24526,Suppressed*,,45
06/02/2020,24527,Suppressed*,,61
06/02/2020,24528,Suppressed*,,91
06/02/2020,24529,Suppressed*,,65
06/02/2020,24530,0,,29
06/02/2020,24531,6,,160
06/02/2020,24534,5,,45
06/02/2020,24536,0,,3
06/02/2020,24538,Suppressed*,,129
06/02/2020,24539,0,,9
06/02/2020,24540,34,,649
06/02/2020,24541,29,,603
06/02/2020,24549,Suppressed*,,73
06/02/2020,24550,5,,172
06/02/2020,24551,20,,601
06/02/2020,24553,Suppressed*,,55
06/02/2020,24554,Suppressed*,,96
06/02/2020,24555,Suppressed*,,28
06/02/2020,24556,0,,97
06/02/2020,24557,6,,166
06/02/2020,24558,5,,205
06/02/2020,24562,0,,19
06/02/2020,24563,Suppressed*,,143
06/02/2020,24565,0,,20
06/02/2020,24566,Suppressed*,,29
06/02/2020,24569,0,,25
06/02/2020,24571,Suppressed*,,45
06/02/2020,24572,13,,473
06/02/2020,24574,Suppressed*,,78
06/02/2020,24577,Suppressed*,,115
06/02/2020,24578,Suppressed*,,7
06/02/2020,24579,0,,12
06/02/2020,24580,Suppressed*,,22
06/02/2020,24586,Suppressed*,,117
06/02/2020,24588,Suppressed*,,254
06/02/2020,24589,0,,57
06/02/2020,24590,11,,290
06/02/2020,24592,13,,544
06/02/2020,24593,Suppressed*,,46
06/02/2020,24594,Suppressed*,,45
06/02/2020,24595,0,,7
06/02/2020,24597,Suppressed*,,28
06/02/2020,24598,Suppressed*,,45
06/02/2020,24599,Suppressed*,,22
06/02/2020,24601,0,,1
06/02/2020,24602,0,,12
06/02/2020,24603,Suppressed*,,14
06/02/2020,24605,Suppressed*,,191
06/02/2020,24606,0,,3
06/02/2020,24607,0,,2
06/02/2020,24609,Suppressed*,,119
06/02/2020,24612,0,,4
06/02/2020,24613,0,,26
06/02/2020,24614,17,,328
06/02/2020,24620,0,,28
06/02/2020,24622,0,,21
06/02/2020,24628,0,,6
06/02/2020,24630,0,,116
06/02/2020,24631,0,,29
06/02/2020,24634,0,,10
06/02/2020,24635,0,,21
06/02/2020,24637,Suppressed*,,51
06/02/2020,24639,Suppressed*,,72
06/02/2020,24641,0,,149
06/02/2020,24646,0,,9
06/02/2020,24649,0,,37
06/02/2020,24651,0,,291
06/02/2020,24656,0,,49
06/02/2020,24657,0,,4
06/02/2020,Not Reported,1041,,1995
06/02/2020,Out-of-State,0,,6801
06/03/2020,20105,85,,991
06/03/2020,20106,30,,139
06/03/2020,20109,942,,3013
06/03/2020,20110,1230,,3856
06/03/2020,20111,757,,2403
06/03/2020,20112,169,,1189
06/03/2020,20115,33,,202
06/03/2020,20117,7,,86
06/03/2020,20118,Suppressed*,,53
06/03/2020,20119,21,,149
06/03/2020,20120,260,,1414
06/03/2020,20121,190,,959
06/03/2020,20124,52,,446
06/03/2020,20129,7,,41
06/03/2020,20130,0,,9
06/03/2020,20132,47,,542
06/03/2020,20135,5,,101
06/03/2020,20136,153,,1001
06/03/2020,20137,12,,58
06/03/2020,20139,Suppressed*,,10
06/03/2020,20141,15,,201
06/03/2020,20143,Suppressed*,,41
06/03/2020,20144,Suppressed*,,24
06/03/2020,20147,301,,2562
06/03/2020,20148,137,,1415
06/03/2020,20151,236,,963
06/03/2020,20152,137,,1221
06/03/2020,20155,206,,1436
06/03/2020,20158,12,,128
06/03/2020,20164,827,,2924
06/03/2020,20165,217,,1591
06/03/2020,20166,124,,713
06/03/2020,20169,85,,815
06/03/2020,20170,789,,2416
06/03/2020,20171,244,,1259
06/03/2020,20175,158,,1554
06/03/2020,20176,490,,2454
06/03/2020,20180,17,,235
06/03/2020,20181,34,,345
06/03/2020,20184,Suppressed*,,36
06/03/2020,20186,57,,667
06/03/2020,20187,60,,529
06/03/2020,20190,188,,1237
06/03/2020,20191,256,,1154
06/03/2020,20194,30,,358
06/03/2020,20197,5,,87
06/03/2020,20198,6,,54
06/03/2020,22003,1082,,3619
06/03/2020,22015,346,,1602
06/03/2020,22025,99,,727
06/03/2020,22026,189,,974
06/03/2020,22027,42,,112
06/03/2020,22030,344,,2298
06/03/2020,22031,334,,1843
06/03/2020,22032,115,,912
06/03/2020,22033,218,,1348
06/03/2020,22035,Suppressed*,,11
06/03/2020,22039,53,,530
06/03/2020,22041,640,,2480
06/03/2020,22042,662,,2208
06/03/2020,22043,197,,872
06/03/2020,22044,227,,809
06/03/2020,22046,173,,891
06/03/2020,22060,13,,143
06/03/2020,22066,67,,524
06/03/2020,22079,272,,1421
06/03/2020,22101,115,,1366
06/03/2020,22102,96,,910
06/03/2020,22124,54,,522
06/03/2020,22125,Suppressed*,,36
06/03/2020,22134,17,,71
06/03/2020,22150,683,,2577
06/03/2020,22151,251,,902
06/03/2020,22152,172,,990
06/03/2020,22153,135,,993
06/03/2020,22172,129,,540
06/03/2020,22180,184,,934
06/03/2020,22181,50,,388
06/03/2020,22182,99,,827
06/03/2020,22191,1328,,5315
06/03/2020,22192,560,,3425
06/03/2020,22193,1240,,5160
06/03/2020,22201,189,,1326
06/03/2020,22202,176,,942
06/03/2020,22203,288,,1189
06/03/2020,22204,868,,3346
06/03/2020,22205,118,,1021
06/03/2020,22206,149,,925
06/03/2020,22207,243,,1417
06/03/2020,22209,75,,512
06/03/2020,22211,Suppressed*,,15
06/03/2020,22213,16,,114
06/03/2020,22214,0,,2
06/03/2020,22301,66,,631
06/03/2020,22302,203,,1265
06/03/2020,22303,177,,774
06/03/2020,22304,590,,3136
06/03/2020,22305,554,,1785
06/03/2020,22306,745,,2399
06/03/2020,22307,60,,429
06/03/2020,22308,60,,351
06/03/2020,22309,536,,1761
06/03/2020,22310,257,,1191
06/03/2020,22311,397,,1522
06/03/2020,22312,472,,1805
06/03/2020,22314,172,,1490
06/03/2020,22315,91,,851
06/03/2020,22401,150,,1181
06/03/2020,22405,107,,1059
06/03/2020,22406,82,,849
06/03/2020,22407,365,,2140
06/03/2020,22408,125,,998
06/03/2020,22427,7,,84
06/03/2020,22432,Suppressed*,,24
06/03/2020,22433,Suppressed*,,7
06/03/2020,22435,Suppressed*,,70
06/03/2020,22436,0,,16
06/03/2020,22437,Suppressed*,,22
06/03/2020,22438,Suppressed*,,9
06/03/2020,22443,28,,222
06/03/2020,22448,Suppressed*,,23
06/03/2020,22454,Suppressed*,,38
06/03/2020,22460,Suppressed*,,43
06/03/2020,22469,10,,61
06/03/2020,22473,18,,160
06/03/2020,22476,Suppressed*,,6
06/03/2020,22480,0,,29
06/03/2020,22482,Suppressed*,,99
06/03/2020,22485,68,,762
06/03/2020,22488,Suppressed*,,36
06/03/2020,22503,5,,154
06/03/2020,22504,0,,7
06/03/2020,22508,45,,477
06/03/2020,22509,Suppressed*,,1
06/03/2020,22511,5,,29
06/03/2020,22514,7,,56
06/03/2020,22520,32,,164
06/03/2020,22529,Suppressed*,,9
06/03/2020,22530,0,,2
06/03/2020,22534,Suppressed*,,64
06/03/2020,22535,Suppressed*,,18
06/03/2020,22538,0,,9
06/03/2020,22539,Suppressed*,,65
06/03/2020,22542,5,,77
06/03/2020,22546,42,,419
06/03/2020,22548,0,,3
06/03/2020,22551,67,,615
06/03/2020,22553,34,,472
06/03/2020,22554,360,,2057
06/03/2020,22556,178,,1006
06/03/2020,22560,35,,479
06/03/2020,22567,6,,119
06/03/2020,22572,276,,550
06/03/2020,22576,0,,43
06/03/2020,22578,Suppressed*,,57
06/03/2020,22579,Suppressed*,,7
06/03/2020,22580,12,,141
06/03/2020,22601,207,,7265
06/03/2020,22602,138,,337
06/03/2020,22603,79,,206
06/03/2020,22610,8,,20
06/03/2020,22611,13,,118
06/03/2020,22620,7,,43
06/03/2020,22623,Suppressed*,,4
06/03/2020,22624,6,,18
06/03/2020,22625,6,,26
06/03/2020,22627,0,,14
06/03/2020,22630,176,,857
06/03/2020,22637,Suppressed*,,14
06/03/2020,22639,0,,9
06/03/2020,22640,Suppressed*,,7
06/03/2020,22641,0,,1
06/03/2020,22642,19,,74
06/03/2020,22643,0,,8
06/03/2020,22644,46,,49
06/03/2020,22645,19,,45
06/03/2020,22646,0,,7
06/03/2020,22650,6,,13
06/03/2020,22652,5,,18
06/03/2020,22654,Suppressed*,,6
06/03/2020,22655,93,,216
06/03/2020,22656,18,,54
06/03/2020,22657,45,,145
06/03/2020,22660,10,,15
06/03/2020,22663,9,,13
06/03/2020,22664,165,,508
06/03/2020,22701,629,,1998
06/03/2020,22709,Suppressed*,,31
06/03/2020,22711,0,,2
06/03/2020,22712,82,,439
06/03/2020,22713,6,,36
06/03/2020,22714,15,,48
06/03/2020,22715,Suppressed*,,42
06/03/2020,22716,Suppressed*,,19
06/03/2020,22718,Suppressed*,,14
06/03/2020,22719,0,,8
06/03/2020,22720,Suppressed*,,24
06/03/2020,22722,0,,3
06/03/2020,22723,0,,4
06/03/2020,22724,12,,70
06/03/2020,22726,22,,77
06/03/2020,22727,18,,197
06/03/2020,22728,7,,100
06/03/2020,22729,Suppressed*,,12
06/03/2020,22730,Suppressed*,,3
06/03/2020,22731,Suppressed*,,9
06/03/2020,22732,Suppressed*,,12
06/03/2020,22733,17,,60
06/03/2020,22734,23,,139
06/03/2020,22735,Suppressed*,,59
06/03/2020,22736,Suppressed*,,19
06/03/2020,22737,6,,84
06/03/2020,22738,Suppressed*,,30
06/03/2020,22740,Suppressed*,,36
06/03/2020,22741,0,,8
06/03/2020,22742,16,,78
06/03/2020,22743,0,,2
06/03/2020,22747,Suppressed*,,26
06/03/2020,22749,0,,7
06/03/2020,22801,568,,1920
06/03/2020,22802,463,,1547
06/03/2020,22807,Suppressed*,,5
06/03/2020,22810,Suppressed*,,21
06/03/2020,22811,Suppressed*,,23
06/03/2020,22812,24,,289
06/03/2020,22815,70,,307
06/03/2020,22820,0,,2
06/03/2020,22821,19,,167
06/03/2020,22824,70,,96
06/03/2020,22827,59,,412
06/03/2020,22830,16,,58
06/03/2020,22831,Suppressed*,,30
06/03/2020,22832,Suppressed*,,31
06/03/2020,22834,5,,43
06/03/2020,22835,141,,452
06/03/2020,22840,15,,139
06/03/2020,22841,16,,95
06/03/2020,22842,58,,133
06/03/2020,22843,Suppressed*,,51
06/03/2020,22844,40,,155
06/03/2020,22845,0,,4
06/03/2020,22846,8,,67
06/03/2020,22847,Suppressed*,,17
06/03/2020,22849,22,,159
06/03/2020,22850,6,,39
06/03/2020,22851,62,,159
06/03/2020,22853,52,,187
06/03/2020,22901,121,,1641
06/03/2020,22902,63,,963
06/03/2020,22903,72,,1522
06/03/2020,22904,0,,6
06/03/2020,22911,30,,728
06/03/2020,22920,Suppressed*,,98
06/03/2020,22922,6,,73
06/03/2020,22923,11,,169
06/03/2020,22931,0,,10
06/03/2020,22932,18,,287
06/03/2020,22935,Suppressed*,,38
06/03/2020,22936,Suppressed*,,150
06/03/2020,22937,Suppressed*,,54
06/03/2020,22938,Suppressed*,,48
06/03/2020,22939,7,,184
06/03/2020,22940,Suppressed*,,38
06/03/2020,22942,12,,400
06/03/2020,22943,0,,19
06/03/2020,22946,Suppressed*,,8
06/03/2020,22947,Suppressed*,,149
06/03/2020,22948,0,,4
06/03/2020,22949,0,,58
06/03/2020,22952,Suppressed*,,58
06/03/2020,22958,Suppressed*,,51
06/03/2020,22959,6,,82
06/03/2020,22960,35,,463
06/03/2020,22963,28,,571
06/03/2020,22964,0,,7
06/03/2020,22967,Suppressed*,,46
06/03/2020,22968,18,,394
06/03/2020,22969,Suppressed*,,49
06/03/2020,22971,0,,63
06/03/2020,22972,Suppressed*,,19
06/03/2020,22973,9,,348
06/03/2020,22974,8,,185
06/03/2020,22976,0,,12
06/03/2020,22980,51,,979
06/03/2020,22989,0,,5
06/03/2020,23002,24,,403
06/03/2020,23004,10,,61
06/03/2020,23005,61,,620
06/03/2020,23009,19,,214
06/03/2020,23011,Suppressed*,,30
06/03/2020,23015,11,,124
06/03/2020,23021,0,,7
06/03/2020,23022,8,,52
06/03/2020,23023,Suppressed*,,7
06/03/2020,23024,28,,265
06/03/2020,23025,0,,9
06/03/2020,23027,5,,63
06/03/2020,23030,18,,179
06/03/2020,23032,0,,6
06/03/2020,23035,Suppressed*,,25
06/03/2020,23038,8,,59
06/03/2020,23039,Suppressed*,,36
06/03/2020,23040,18,,186
06/03/2020,23043,Suppressed*,,25
06/03/2020,23045,0,,2
06/03/2020,23047,6,,41
06/03/2020,23050,Suppressed*,,12
06/03/2020,23055,38,,76
06/03/2020,23056,0,,0
06/03/2020,23059,63,,883
06/03/2020,23060,138,,1184
06/03/2020,23061,18,,550
06/03/2020,23062,5,,70
06/03/2020,23063,57,,256
06/03/2020,23064,0,,2
06/03/2020,23065,Suppressed*,,49
06/03/2020,23066,0,,4
06/03/2020,23068,0,,6
06/03/2020,23069,9,,89
06/03/2020,23070,0,,7
06/03/2020,23071,Suppressed*,,36
06/03/2020,23072,7,,256
06/03/2020,23075,130,,475
06/03/2020,23076,0,,15
06/03/2020,23079,0,,5
06/03/2020,23083,Suppressed*,,70
06/03/2020,23084,6,,91
06/03/2020,23085,Suppressed*,,9
06/03/2020,23086,5,,79
06/03/2020,23089,8,,164
06/03/2020,23091,0,,16
06/03/2020,23092,0,,10
06/03/2020,23093,31,,559
06/03/2020,23102,8,,78
06/03/2020,23103,21,,172
06/03/2020,23106,Suppressed*,,29
06/03/2020,23108,0,,2
06/03/2020,23109,Suppressed*,,44
06/03/2020,23110,0,,16
06/03/2020,23111,107,,1291
06/03/2020,23112,127,,1621
06/03/2020,23113,102,,984
06/03/2020,23114,56,,642
06/03/2020,23115,5,,11
06/03/2020,23116,118,,1030
06/03/2020,23117,17,,353
06/03/2020,23119,Suppressed*,,6
06/03/2020,23120,32,,348
06/03/2020,23123,16,,145
06/03/2020,23124,6,,137
06/03/2020,23125,0,,1
06/03/2020,23126,0,,9
06/03/2020,23128,Suppressed*,,26
06/03/2020,23129,0,,5
06/03/2020,23130,Suppressed*,,8
06/03/2020,23138,0,,7
06/03/2020,23139,35,,648
06/03/2020,23140,20,,206
06/03/2020,23141,14,,202
06/03/2020,23146,6,,63
06/03/2020,23148,Suppressed*,,41
06/03/2020,23149,8,,72
06/03/2020,23150,78,,478
06/03/2020,23153,Suppressed*,,38
06/03/2020,23156,5,,37
06/03/2020,23160,Suppressed*,,12
06/03/2020,23161,0,,2
06/03/2020,23163,0,,1
06/03/2020,23168,10,,255
06/03/2020,23169,0,,19
06/03/2020,23173,0,,3
06/03/2020,23175,Suppressed*,,29
06/03/2020,23176,0,,10
06/03/2020,23177,0,,19
06/03/2020,23180,0,,6
06/03/2020,23181,Suppressed*,,158
06/03/2020,23185,150,,1950
06/03/2020,23187,0,,17
06/03/2020,23188,131,,1482
06/03/2020,23192,12,,156
06/03/2020,23219,16,,394
06/03/2020,23220,76,,775
06/03/2020,23221,36,,432
06/03/2020,23222,117,,833
06/03/2020,23223,312,,2085
06/03/2020,23224,613,,2993
06/03/2020,23225,320,,2096
06/03/2020,23226,184,,3346
06/03/2020,23227,124,,1151
06/03/2020,23228,202,,1461
06/03/2020,23229,183,,1270
06/03/2020,23230,33,,271
06/03/2020,23231,137,,1192
06/03/2020,23233,121,,994
06/03/2020,23234,559,,2244
06/03/2020,23235,150,,1455
06/03/2020,23236,92,,1069
06/03/2020,23237,175,,993
06/03/2020,23238,239,,1144
06/03/2020,23250,0,,3
06/03/2020,23294,94,,697
06/03/2020,23301,85,,206
06/03/2020,23302,Suppressed*,,14
06/03/2020,23303,16,,89
06/03/2020,23304,Suppressed*,,11
06/03/2020,23306,23,,86
06/03/2020,23307,15,,48
06/03/2020,23308,50,,166
06/03/2020,23310,24,,140
06/03/2020,23313,Suppressed*,,4
06/03/2020,23314,13,,236
06/03/2020,23315,Suppressed*,,46
06/03/2020,23316,14,,60
06/03/2020,23320,179,,3543
06/03/2020,23321,62,,1102
06/03/2020,23322,101,,1400
06/03/2020,23323,82,,988
06/03/2020,23324,72,,655
06/03/2020,23325,51,,593
06/03/2020,23336,9,,90
06/03/2020,23337,0,,16
06/03/2020,23347,16,,51
06/03/2020,23350,68,,229
06/03/2020,23354,13,,29
06/03/2020,23356,Suppressed*,,49
06/03/2020,23357,42,,90
06/03/2020,23358,0,,2
06/03/2020,23359,13,,36
06/03/2020,23389,Suppressed*,,4
06/03/2020,23395,17,,56
06/03/2020,23398,Suppressed*,,12
06/03/2020,23401,6,,25
06/03/2020,23405,10,,43
06/03/2020,23407,57,,122
06/03/2020,23408,Suppressed*,,6
06/03/2020,23409,Suppressed*,,8
06/03/2020,23410,61,,185
06/03/2020,23413,77,,268
06/03/2020,23414,30,,70
06/03/2020,23415,37,,172
06/03/2020,23416,11,,80
06/03/2020,23417,80,,244
06/03/2020,23418,64,,136
06/03/2020,23420,82,,210
06/03/2020,23421,170,,705
06/03/2020,23422,7,,22
06/03/2020,23423,Suppressed*,,11
06/03/2020,23426,5,,9
06/03/2020,23427,5,,15
06/03/2020,23430,34,,443
06/03/2020,23432,7,,36
06/03/2020,23433,0,,40
06/03/2020,23434,177,,2071
06/03/2020,23435,121,,1011
06/03/2020,23436,0,,25
06/03/2020,23437,6,,151
06/03/2020,23438,Suppressed*,,70
06/03/2020,23440,0,,8
06/03/2020,23441,32,,65
06/03/2020,23442,24,,130
06/03/2020,23451,60,,1436
06/03/2020,23452,119,,2254
06/03/2020,23453,53,,1104
06/03/2020,23454,104,,2056
06/03/2020,23455,51,,1541
06/03/2020,23456,81,,1742
06/03/2020,23457,7,,121
06/03/2020,23459,5,,88
06/03/2020,23460,0,,25
06/03/2020,23461,0,,30
06/03/2020,23462,149,,2436
06/03/2020,23464,105,,2184
06/03/2020,23480,Suppressed*,,19
06/03/2020,23486,Suppressed*,,6
06/03/2020,23487,65,,218
06/03/2020,23488,8,,30
06/03/2020,23502,51,,1406
06/03/2020,23503,66,,882
06/03/2020,23504,66,,1145
06/03/2020,23505,46,,1237
06/03/2020,23507,11,,736
06/03/2020,23508,34,,422
06/03/2020,23509,37,,1433
06/03/2020,23510,50,,580
06/03/2020,23511,Suppressed*,,210
06/03/2020,23513,61,,976
06/03/2020,23517,9,,150
06/03/2020,23518,75,,1040
06/03/2020,23523,17,,257
06/03/2020,23551,0,,3
06/03/2020,23601,31,,1601
06/03/2020,23602,56,,933
06/03/2020,23603,Suppressed*,,67
06/03/2020,23604,Suppressed*,,39
06/03/2020,23605,23,,336
06/03/2020,23606,52,,703
06/03/2020,23607,33,,470
06/03/2020,23608,87,,1066
06/03/2020,23651,Suppressed*,,13
06/03/2020,23661,18,,336
06/03/2020,23662,8,,296
06/03/2020,23663,13,,294
06/03/2020,23664,11,,238
06/03/2020,23665,Suppressed*,,56
06/03/2020,23666,95,,1371
06/03/2020,23669,65,,1736
06/03/2020,23690,0,,67
06/03/2020,23691,0,,9
06/03/2020,23692,19,,397
06/03/2020,23693,14,,411
06/03/2020,23696,0,,71
06/03/2020,23701,126,,1204
06/03/2020,23702,24,,383
06/03/2020,23703,73,,894
06/03/2020,23704,53,,891
06/03/2020,23707,36,,521
06/03/2020,23708,Suppressed*,,277
06/03/2020,23709,0,,128
06/03/2020,23801,12,,156
06/03/2020,23803,148,,1441
06/03/2020,23805,70,,1461
06/03/2020,23806,0,,2
06/03/2020,23821,Suppressed*,,41
06/03/2020,23824,12,,218
06/03/2020,23827,Suppressed*,,49
06/03/2020,23828,Suppressed*,,17
06/03/2020,23829,81,,679
06/03/2020,23830,Suppressed*,,64
06/03/2020,23831,131,,1135
06/03/2020,23832,189,,1382
06/03/2020,23833,6,,50
06/03/2020,23834,128,,1122
06/03/2020,23836,49,,409
06/03/2020,23837,50,,145
06/03/2020,23838,38,,427
06/03/2020,23839,Suppressed*,,34
06/03/2020,23840,Suppressed*,,65
06/03/2020,23841,13,,123
06/03/2020,23842,14,,183
06/03/2020,23843,0,,9
06/03/2020,23844,Suppressed*,,15
06/03/2020,23845,0,,7
06/03/2020,23846,Suppressed*,,28
06/03/2020,23847,188,,686
06/03/2020,23850,Suppressed*,,42
06/03/2020,23851,41,,882
06/03/2020,23856,Suppressed*,,16
06/03/2020,23857,Suppressed*,,18
06/03/2020,23860,154,,1438
06/03/2020,23866,6,,77
06/03/2020,23867,27,,108
06/03/2020,23868,17,,114
06/03/2020,23872,5,,82
06/03/2020,23874,0,,38
06/03/2020,23875,37,,408
06/03/2020,23876,0,,3
06/03/2020,23878,Suppressed*,,41
06/03/2020,23879,5,,15
06/03/2020,23881,Suppressed*,,64
06/03/2020,23882,9,,81
06/03/2020,23883,Suppressed*,,70
06/03/2020,23884,Suppressed*,,0
06/03/2020,23885,Suppressed*,,90
06/03/2020,23887,0,,7
06/03/2020,23888,7,,70
06/03/2020,23889,Suppressed*,,12
06/03/2020,23890,77,,220
06/03/2020,23891,65,,141
06/03/2020,23893,Suppressed*,,8
06/03/2020,23894,Suppressed*,,12
06/03/2020,23897,Suppressed*,,22
06/03/2020,23898,6,,56
06/03/2020,23899,Suppressed*,,14
06/03/2020,23901,100,,722
06/03/2020,23915,Suppressed*,,19
06/03/2020,23917,10,,71
06/03/2020,23919,5,,41
06/03/2020,23920,Suppressed*,,52
06/03/2020,23921,8,,96
06/03/2020,23922,23,,239
06/03/2020,23923,8,,102
06/03/2020,23924,94,,260
06/03/2020,23927,64,,272
06/03/2020,23930,7,,198
06/03/2020,23934,Suppressed*,,40
06/03/2020,23936,428,,445
06/03/2020,23937,6,,96
06/03/2020,23938,0,,8
06/03/2020,23942,7,,53
06/03/2020,23943,0,,4
06/03/2020,23944,Suppressed*,,100
06/03/2020,23947,5,,157
06/03/2020,23950,11,,69
06/03/2020,23952,0,,8
06/03/2020,23954,Suppressed*,,78
06/03/2020,23958,13,,161
06/03/2020,23959,0,,40
06/03/2020,23960,28,,128
06/03/2020,23962,Suppressed*,,33
06/03/2020,23963,0,,13
06/03/2020,23964,0,,38
06/03/2020,23966,8,,97
06/03/2020,23967,Suppressed*,,35
