Date,Neighborhood,Total Positives
11/2/20,N48: UNION STATION,340
11/2/20,N6: BRENTWOOD,335
11/2/20,N2: ADAMS MORGAN,331
11/2/20,N41: SOUTH COLUMBIA HEIGHTS,319
11/2/20,N16: DOUGLASS,300
11/2/20,N39: SAINT ELIZABETHS,267
11/2/20,N5: BLOOMINGDALE,265
11/2/20,N40: SHEPHERD PARK,249
11/2/20,N28: KINGMAN PARK,238
11/2/20,N44: TENLEYTOWN,235
11/2/20,N23: GEORGETOWN EAST,235
11/2/20,N42: STADIUM ARMORY,220
11/2/20,N27: KENT/PALISADES,213
11/2/20,N25: HILL EAST,193
11/2/20,N51: WOODRIDGE,189
11/2/20,N10: CATHEDRAL HEIGHTS,164
11/2/20,N49: WASHINGTON HIGHLANDS,154
11/2/20,N9: CAPITOL HILL,132
11/2/20,N24: GWU,122
11/2/20,N50: WOODLEY PARK,120
11/2/20,N19: FOREST HILLS,107
11/2/20,N11: CHEVY CHASE,84
11/2/20,N3: BARNABY WOODS,71
11/2/20,N22: GEORGETOWN,67
11/2/20,N15: DC MEDICAL CENTER,53
11/2/20,N36: NAVAL STATION & AIR FORCE,20
11/2/20,N35: NATIONAL MALL,8
11/3/20,N13: COLUMBIA HEIGHTS,1000
11/3/20,N1: 16th ST HEIGHTS,850
11/3/20,N7: BRIGHTWOOD,770
11/3/20,N12: CHINATOWN,627
11/3/20,N31: LOGAN CIRCLE/SHAW,565
11/3/20,N37: NAYLOR/HILLCREST,563
11/3/20,N45: TRINIDAD,532
11/3/20,N38: PETWORTH,532
11/3/20,N8: BRIGHTWOOD PARK,530
11/3/20,N33: MICHIGAN PARK,516
11/3/20,N32: MARSHALL HEIGHTS,503
11/3/20,N30: LINCOLN HEIGHTS,498
11/3/20,N20: FORT DUPONT,440
11/3/20,N43: SW/WATERFRONT,429
11/3/20,N46: TWINING,419
11/3/20,N14: CONGRESS HEIGHTS/SHIPLEY,415
11/3/20,N4: BELLEVUE,413
11/3/20,N34: MOUNT PLEASANT,402
11/3/20,N21: FORT LINCOLN/GATEWAY,384
11/3/20,N47: U ST/PLEASANT,372
11/3/20,N29: LAMOND RIGGS,363
11/3/20,N18: EDGEWOOD,362
11/3/20,N26: HISTORIC ANACOSTIA,358
11/3/20,N48: UNION STATION,342
11/3/20,N17: EASTLAND GARDENS,342
11/3/20,N6: BRENTWOOD,337
11/3/20,N2: ADAMS MORGAN,334
11/3/20,N41: SOUTH COLUMBIA HEIGHTS,319
11/3/20,N16: DOUGLASS,300
11/3/20,N5: BLOOMINGDALE,267
11/3/20,N39: SAINT ELIZABETHS,267
11/3/20,N40: SHEPHERD PARK,249
11/3/20,N28: KINGMAN PARK,240
11/3/20,N23: GEORGETOWN EAST,239
11/3/20,N44: TENLEYTOWN,237
11/3/20,N42: STADIUM ARMORY,220
11/3/20,N27: KENT/PALISADES,213
11/3/20,N25: HILL EAST,197
11/3/20,N51: WOODRIDGE,189
11/3/20,N10: CATHEDRAL HEIGHTS,166
11/3/20,N49: WASHINGTON HIGHLANDS,154
11/3/20,N9: CAPITOL HILL,132
11/3/20,N24: FOGGY BOTTOM/GWU,126
11/3/20,N50: WOODLEY PARK,119
11/3/20,N19: FOREST HILLS,109
11/3/20,N11: CHEVY CHASE,84
11/3/20,N3: BARNABY WOODS,72
11/3/20,N22: GEORGETOWN,68
11/3/20,N15: DC MEDICAL CENTER,53
11/3/20,N36: NAVAL STATION & AIR FORCE,20
11/3/20,N35: NATIONAL MALL,8
11/4/20,N13: COLUMBIA HEIGHTS,1001
11/4/20,N1: 16th ST HEIGHTS,855
11/4/20,N7: BRIGHTWOOD,774
11/4/20,N12: CHINATOWN,631
11/4/20,N37: NAYLOR/HILLCREST,564
11/4/20,N31: LOGAN CIRCLE/SHAW,563
11/4/20,N45: TRINIDAD,534
11/4/20,N38: PETWORTH,534
11/4/20,N8: BRIGHTWOOD PARK,532
11/4/20,N33: MICHIGAN PARK,519
11/4/20,N32: MARSHALL HEIGHTS,507
11/4/20,N30: LINCOLN HEIGHTS,499
11/4/20,N20: FORT DUPONT,445
11/4/20,N43: SW/WATERFRONT,430
11/4/20,N46: TWINING,421
11/4/20,N14: CONGRESS HEIGHTS/SHIPLEY,417
11/4/20,N4: BELLEVUE,416
11/4/20,N34: MOUNT PLEASANT,403
11/4/20,N21: FORT LINCOLN/GATEWAY,386
11/4/20,N47: U ST/PLEASANT,375
11/4/20,N29: LAMOND RIGGS,365
11/4/20,N18: EDGEWOOD,364
11/4/20,N26: HISTORIC ANACOSTIA,360
11/4/20,N48: UNION STATION,342
11/4/20,N17: EASTLAND GARDENS,342
11/4/20,N6: BRENTWOOD,338
11/4/20,N2: ADAMS MORGAN,335
11/4/20,N41: SOUTH COLUMBIA HEIGHTS,319
11/4/20,N16: DOUGLASS,302
11/4/20,N5: BLOOMINGDALE,270
11/4/20,N39: SAINT ELIZABETHS,267
11/4/20,N40: SHEPHERD PARK,250
11/4/20,N28: KINGMAN PARK,241
11/4/20,N23: GEORGETOWN EAST,240
11/4/20,N44: TENLEYTOWN,238
11/4/20,N42: STADIUM ARMORY,220
11/4/20,N27: KENT/PALISADES,213
11/4/20,N25: HILL EAST,198
11/4/20,N51: WOODRIDGE,189
11/4/20,N10: CATHEDRAL HEIGHTS,166
11/4/20,N49: WASHINGTON HIGHLANDS,154
11/4/20,N9: CAPITOL HILL,134
11/4/20,N24: FOGGY BOTTOM/GWU,133
11/4/20,N50: WOODLEY PARK,119
11/4/20,N19: FOREST HILLS,109
11/4/20,N11: CHEVY CHASE,85
11/4/20,N3: BARNABY WOODS,73
11/4/20,N22: GEORGETOWN,70
11/4/20,N15: DC MEDICAL CENTER,53
11/4/20,N36: NAVAL STATION & AIR FORCE,21
11/4/20,N35: NATIONAL MALL,8
11/5/20,N13: COLUMBIA HEIGHTS,1014
11/5/20,N1: 16th ST HEIGHTS,855
11/5/20,N7: BRIGHTWOOD,777
11/5/20,N12: CHINATOWN,636
11/5/20,N31: LOGAN CIRCLE/SHAW,568
11/5/20,N37: NAYLOR/HILLCREST,564
11/5/20,N38: PETWORTH,539
11/5/20,N45: TRINIDAD,535
11/5/20,N8: BRIGHTWOOD PARK,534
11/5/20,N33: MICHIGAN PARK,520
11/5/20,N32: MARSHALL HEIGHTS,507
11/5/20,N30: LINCOLN HEIGHTS,504
11/5/20,N20: FORT DUPONT,444
11/5/20,N43: SW/WATERFRONT,434
11/5/20,N46: TWINING,422
11/5/20,N14: CONGRESS HEIGHTS/SHIPLEY,418
11/5/20,N4: BELLEVUE,417
11/5/20,N34: MOUNT PLEASANT,406
11/5/20,N21: FORT LINCOLN/GATEWAY,386
11/5/20,N47: U ST/PLEASANT,379
11/5/20,N29: LAMOND RIGGS,370
11/5/20,N18: EDGEWOOD,368
11/5/20,N26: HISTORIC ANACOSTIA,361
11/5/20,N48: UNION STATION,346
11/5/20,N2: ADAMS MORGAN,343
11/5/20,N17: EASTLAND GARDENS,343
11/5/20,N6: BRENTWOOD,339
11/5/20,N41: SOUTH COLUMBIA HEIGHTS,323
11/5/20,N16: DOUGLASS,303
11/5/20,N5: BLOOMINGDALE,272
11/5/20,N39: SAINT ELIZABETHS,268
11/5/20,N40: SHEPHERD PARK,251
11/5/20,N28: KINGMAN PARK,247
11/5/20,N23: GEORGETOWN EAST,247
11/5/20,N44: TENLEYTOWN,238
11/5/20,N42: STADIUM ARMORY,220
11/5/20,N27: KENT/PALISADES,214
11/5/20,N25: HILL EAST,198
11/5/20,N51: WOODRIDGE,190
11/5/20,N10: CATHEDRAL HEIGHTS,170
11/5/20,N49: WASHINGTON HIGHLANDS,155
11/5/20,N9: CAPITOL HILL,134
11/5/20,N24: FOGGY BOTTOM/GWU,132
11/5/20,N50: WOODLEY PARK,121
11/5/20,N19: FOREST HILLS,110
11/5/20,N11: CHEVY CHASE,85
11/5/20,N3: BARNABY WOODS,74
11/5/20,N22: GEORGETOWN,73
11/5/20,N15: DC MEDICAL CENTER,52
11/5/20,N36: NAVAL STATION & AIR FORCE,21
11/5/20,N35: NATIONAL MALL,8
11/6/20,N13: COLUMBIA HEIGHTS,1012
11/6/20,N1: 16th ST HEIGHTS,860
11/6/20,N7: BRIGHTWOOD,779
11/6/20,N12: CHINATOWN,638
11/6/20,N37: NAYLOR/HILLCREST,571
11/6/20,N31: LOGAN CIRCLE/SHAW,568
11/6/20,N38: PETWORTH,543
11/6/20,N8: BRIGHTWOOD PARK,538
11/6/20,N45: TRINIDAD,536
11/6/20,N33: MICHIGAN PARK,524
11/6/20,N32: MARSHALL HEIGHTS,509
11/6/20,N30: LINCOLN HEIGHTS,503
11/6/20,N20: FORT DUPONT,447
11/6/20,N43: SW/WATERFRONT,441
11/6/20,N46: TWINING,423
11/6/20,N14: CONGRESS HEIGHTS/SHIPLEY,421
11/6/20,N4: BELLEVUE,418
11/6/20,N34: MOUNT PLEASANT,407
11/6/20,N21: FORT LINCOLN/GATEWAY,391
11/6/20,N47: U ST/PLEASANT,380
11/6/20,N29: LAMOND RIGGS,371
11/6/20,N18: EDGEWOOD,371
11/6/20,N26: HISTORIC ANACOSTIA,363
11/6/20,N48: UNION STATION,348
11/6/20,N2: ADAMS MORGAN,345
11/6/20,N17: EASTLAND GARDENS,343
11/6/20,N6: BRENTWOOD,340
11/6/20,N41: SOUTH COLUMBIA HEIGHTS,323
11/6/20,N16: DOUGLASS,306
11/6/20,N5: BLOOMINGDALE,274
11/6/20,N39: SAINT ELIZABETHS,270
11/6/20,N40: SHEPHERD PARK,252
11/6/20,N23: GEORGETOWN EAST,249
11/6/20,N28: KINGMAN PARK,246
11/6/20,N44: TENLEYTOWN,240
11/6/20,N42: STADIUM ARMORY,220
11/6/20,N27: KENT/PALISADES,218
11/6/20,N25: HILL EAST,199
11/6/20,N51: WOODRIDGE,190
11/6/20,N10: CATHEDRAL HEIGHTS,169
11/6/20,N49: WASHINGTON HIGHLANDS,155
11/6/20,N24: FOGGY BOTTOM/GWU,145
11/6/20,N9: CAPITOL HILL,137
11/6/20,N50: WOODLEY PARK,124
11/6/20,N19: FOREST HILLS,110
11/6/20,N11: CHEVY CHASE,85
11/6/20,N3: BARNABY WOODS,76
11/6/20,N22: GEORGETOWN,74
11/6/20,N15: DC MEDICAL CENTER,52
11/6/20,N36: NAVAL STATION & AIR FORCE,21
11/6/20,N35: NATIONAL MALL,8
11/7/20,N13: COLUMBIA HEIGHTS,1018
11/7/20,N1: 16th ST HEIGHTS,863
11/7/20,N7: BRIGHTWOOD,783
11/7/20,N12: CHINATOWN,638
11/7/20,N37: NAYLOR/HILLCREST,575
11/7/20,N31: LOGAN CIRCLE/SHAW,574
11/7/20,N38: PETWORTH,544
11/7/20,N8: BRIGHTWOOD PARK,541
11/7/20,N45: TRINIDAD,539
11/7/20,N33: MICHIGAN PARK,524
11/7/20,N32: MARSHALL HEIGHTS,510
11/7/20,N30: LINCOLN HEIGHTS,506
11/7/20,N20: FORT DUPONT,448
11/7/20,N43: SW/WATERFRONT,445
11/7/20,N46: TWINING,423
11/7/20,N14: CONGRESS HEIGHTS/SHIPLEY,423
11/7/20,N4: BELLEVUE,418
11/7/20,N34: MOUNT PLEASANT,408
11/7/20,N21: FORT LINCOLN/GATEWAY,394
11/7/20,N47: U ST/PLEASANT,386
11/7/20,N29: LAMOND RIGGS,372
11/7/20,N18: EDGEWOOD,372
11/7/20,N26: HISTORIC ANACOSTIA,366
11/7/20,N48: UNION STATION,353
11/7/20,N2: ADAMS MORGAN,350
11/7/20,N17: EASTLAND GARDENS,346
11/7/20,N6: BRENTWOOD,341
11/7/20,N41: SOUTH COLUMBIA HEIGHTS,324
11/7/20,N16: DOUGLASS,308
11/7/20,N5: BLOOMINGDALE,274
11/7/20,N39: SAINT ELIZABETHS,270
11/7/20,N40: SHEPHERD PARK,253
11/7/20,N23: GEORGETOWN EAST,252
11/7/20,N28: KINGMAN PARK,249
11/7/20,N44: TENLEYTOWN,241
11/7/20,N42: STADIUM ARMORY,221
11/7/20,N27: KENT/PALISADES,220
11/7/20,N25: HILL EAST,200
11/7/20,N51: WOODRIDGE,191
11/7/20,N10: CATHEDRAL HEIGHTS,170
11/7/20,N49: WASHINGTON HIGHLANDS,156
11/7/20,N24: FOGGY BOTTOM/GWU,150
11/7/20,N9: CAPITOL HILL,141
11/7/20,N50: WOODLEY PARK,125
11/7/20,N19: FOREST HILLS,115
11/7/20,N11: CHEVY CHASE,85
11/7/20,N3: BARNABY WOODS,78
11/7/20,N22: GEORGETOWN,76
11/7/20,N15: DC MEDICAL CENTER,52
11/7/20,N36: NAVAL STATION & AIR FORCE,21
11/7/20,N35: NATIONAL MALL,8
11/8/20,N13: COLUMBIA HEIGHTS,1023
11/8/20,N1: 16th ST HEIGHTS,867
11/8/20,N7: BRIGHTWOOD,784
11/8/20,N12: CHINATOWN,643
11/8/20,N31: LOGAN CIRCLE/SHAW,575
11/8/20,N37: NAYLOR/HILLCREST,573
11/8/20,N38: PETWORTH,547
11/8/20,N8: BRIGHTWOOD PARK,545
11/8/20,N45: TRINIDAD,538
11/8/20,N33: MICHIGAN PARK,525
11/8/20,N32: MARSHALL HEIGHTS,511
11/8/20,N30: LINCOLN HEIGHTS,508
11/8/20,N20: FORT DUPONT,451
11/8/20,N43: SW/WATERFRONT,448
11/8/20,N14: CONGRESS HEIGHTS/SHIPLEY,426
11/8/20,N46: TWINING,423
11/8/20,N4: BELLEVUE,419
11/8/20,N34: MOUNT PLEASANT,410
11/8/20,N21: FORT LINCOLN/GATEWAY,396
11/8/20,N47: U ST/PLEASANT,387
11/8/20,N29: LAMOND RIGGS,381
11/8/20,N18: EDGEWOOD,374
11/8/20,N26: HISTORIC ANACOSTIA,365
11/8/20,N48: UNION STATION,360
11/8/20,N2: ADAMS MORGAN,351
11/8/20,N17: EASTLAND GARDENS,346
11/8/20,N6: BRENTWOOD,344
11/8/20,N41: SOUTH COLUMBIA HEIGHTS,325
11/8/20,N16: DOUGLASS,310
11/8/20,N5: BLOOMINGDALE,275
11/8/20,N39: SAINT ELIZABETHS,275
11/8/20,N28: KINGMAN PARK,254
11/8/20,N40: SHEPHERD PARK,253
11/8/20,N23: GEORGETOWN EAST,253
11/8/20,N44: TENLEYTOWN,241
11/8/20,N27: KENT/PALISADES,224
11/8/20,N42: STADIUM ARMORY,220
11/8/20,N25: HILL EAST,200
11/8/20,N51: WOODRIDGE,191
11/8/20,N10: CATHEDRAL HEIGHTS,173
11/8/20,N49: WASHINGTON HIGHLANDS,156
11/8/20,N24: FOGGY BOTTOM/GWU,149
11/8/20,N9: CAPITOL HILL,143
11/8/20,N50: WOODLEY PARK,125
11/8/20,N19: FOREST HILLS,116
11/8/20,N11: CHEVY CHASE,86
11/8/20,N22: GEORGETOWN,79
11/8/20,N3: BARNABY WOODS,76
11/8/20,N15: DC MEDICAL CENTER,52
11/8/20,N36: NAVAL STATION & AIR FORCE,22
11/8/20,N35: NATIONAL MALL,8
11/9/20,N13: COLUMBIA HEIGHTS,1027
11/9/20,N1: 16th ST HEIGHTS,867
11/9/20,N7: BRIGHTWOOD,786
11/9/20,N12: CHINATOWN,650
11/9/20,N31: LOGAN CIRCLE/SHAW,579
11/9/20,N37: NAYLOR/HILLCREST,573
11/9/20,N38: PETWORTH,550
11/9/20,N8: BRIGHTWOOD PARK,549
11/9/20,N45: TRINIDAD,539
11/9/20,N33: MICHIGAN PARK,526
11/9/20,N32: MARSHALL HEIGHTS,514
11/9/20,N30: LINCOLN HEIGHTS,509
11/9/20,N43: SW/WATERFRONT,454
11/9/20,N20: FORT DUPONT,452
11/9/20,N14: CONGRESS HEIGHTS/SHIPLEY,430
11/9/20,N46: TWINING,424
11/9/20,N4: BELLEVUE,421
11/9/20,N34: MOUNT PLEASANT,410
11/9/20,N21: FORT LINCOLN/GATEWAY,396
11/9/20,N47: U ST/PLEASANT,390
11/9/20,N29: LAMOND RIGGS,382
11/9/20,N18: EDGEWOOD,375
11/9/20,N26: HISTORIC ANACOSTIA,368
11/9/20,N48: UNION STATION,365
11/9/20,N2: ADAMS MORGAN,352
11/9/20,N17: EASTLAND GARDENS,347
11/9/20,N6: BRENTWOOD,344
11/9/20,N41: SOUTH COLUMBIA HEIGHTS,325
11/9/20,N16: DOUGLASS,310
11/9/20,N5: BLOOMINGDALE,277
11/9/20,N39: SAINT ELIZABETHS,275
11/9/20,N23: GEORGETOWN EAST,257
11/9/20,N40: SHEPHERD PARK,256
11/9/20,N28: KINGMAN PARK,254
11/9/20,N44: TENLEYTOWN,242
11/9/20,N27: KENT/PALISADES,224
11/9/20,N42: STADIUM ARMORY,220
11/9/20,N25: HILL EAST,200
11/9/20,N51: WOODRIDGE,191
11/9/20,N10: CATHEDRAL HEIGHTS,175
11/9/20,N49: WASHINGTON HIGHLANDS,157
11/9/20,N24: FOGGY BOTTOM/GWU,150
11/9/20,N9: CAPITOL HILL,148
11/9/20,N50: WOODLEY PARK,128
11/9/20,N19: FOREST HILLS,120
11/9/20,N11: CHEVY CHASE,86
11/9/20,N22: GEORGETOWN,79
11/9/20,N3: BARNABY WOODS,76
11/9/20,N15: DC MEDICAL CENTER,52
11/9/20,N36: NAVAL STATION & AIR FORCE,22
11/9/20,N35: NATIONAL MALL,8
11/10/20,N13: COLUMBIA HEIGHTS,1032
11/10/20,N1: 16th ST HEIGHTS,878
11/10/20,N7: BRIGHTWOOD,786
11/10/20,N12: CHINATOWN,653
11/10/20,N31: LOGAN CIRCLE/SHAW,585
11/10/20,N37: NAYLOR/HILLCREST,582
11/10/20,N8: BRIGHTWOOD PARK,557
11/10/20,N38: PETWORTH,554
11/10/20,N45: TRINIDAD,552
11/10/20,N33: MICHIGAN PARK,528
11/10/20,N30: LINCOLN HEIGHTS,517
11/10/20,N32: MARSHALL HEIGHTS,515
11/10/20,N43: SW/WATERFRONT,462
11/10/20,N20: FORT DUPONT,456
11/10/20,N14: CONGRESS HEIGHTS/SHIPLEY,431
11/10/20,N46: TWINING,430
11/10/20,N4: BELLEVUE,427
11/10/20,N34: MOUNT PLEASANT,410
11/10/20,N21: FORT LINCOLN/GATEWAY,396
11/10/20,N47: U ST/PLEASANT,391
11/10/20,N29: LAMOND RIGGS,390
11/10/20,N18: EDGEWOOD,381
11/10/20,N48: UNION STATION,371
11/10/20,N26: HISTORIC ANACOSTIA,368
11/10/20,N2: ADAMS MORGAN,359
11/10/20,N17: EASTLAND GARDENS,354
11/10/20,N6: BRENTWOOD,347
11/10/20,N41: SOUTH COLUMBIA HEIGHTS,327
11/10/20,N16: DOUGLASS,313
11/10/20,N5: BLOOMINGDALE,281
11/10/20,N39: SAINT ELIZABETHS,275
11/10/20,N28: KINGMAN PARK,262
11/10/20,N40: SHEPHERD PARK,260
11/10/20,N23: GEORGETOWN EAST,260
11/10/20,N44: TENLEYTOWN,249
11/10/20,N27: KENT/PALISADES,227
11/10/20,N42: STADIUM ARMORY,220
11/10/20,N25: HILL EAST,205
11/10/20,N51: WOODRIDGE,191
11/10/20,N10: CATHEDRAL HEIGHTS,179
11/10/20,N49: WASHINGTON HIGHLANDS,161
11/10/20,N9: CAPITOL HILL,153
11/10/20,N24: GWU,151
11/10/20,N50: WOODLEY PARK,134
11/10/20,N19: FOREST HILLS,122
11/10/20,N11: CHEVY CHASE,87
11/10/20,N22: GEORGETOWN,83
11/10/20,N3: BARNABY WOODS,76
11/10/20,N15: DC MEDICAL CENTER,53
11/10/20,N36: NAVAL STATION & AIR FORCE,23
11/10/20,N35: NATIONAL MALL,8
11/11/20,N13: COLUMBIA HEIGHTS,1036
11/11/20,N1: 16th ST HEIGHTS,881
11/11/20,N7: BRIGHTWOOD,791
11/11/20,N12: CHINATOWN,654
11/11/20,N31: LOGAN CIRCLE/SHAW,594
11/11/20,N37: NAYLOR/HILLCREST,584
11/11/20,N45: TRINIDAD,558
11/11/20,N8: BRIGHTWOOD PARK,557
11/11/20,N38: PETWORTH,557
11/11/20,N33: MICHIGAN PARK,529
11/11/20,N30: LINCOLN HEIGHTS,522
11/11/20,N32: MARSHALL HEIGHTS,518
11/11/20,N43: SW/WATERFRONT,473
11/11/20,N20: FORT DUPONT,457
11/11/20,N46: TWINING,434
11/11/20,N14: CONGRESS HEIGHTS/SHIPLEY,433
11/11/20,N4: BELLEVUE,429
11/11/20,N34: MOUNT PLEASANT,410
11/11/20,N21: FORT LINCOLN/GATEWAY,397
11/11/20,N47: U ST/PLEASANT,396
11/11/20,N29: LAMOND RIGGS,390
11/11/20,N18: EDGEWOOD,383
11/11/20,N48: UNION STATION,378
11/11/20,N26: HISTORIC ANACOSTIA,372
11/11/20,N2: ADAMS MORGAN,363
11/11/20,N17: EASTLAND GARDENS,354
11/11/20,N6: BRENTWOOD,351
11/11/20,N41: SOUTH COLUMBIA HEIGHTS,330
11/11/20,N16: DOUGLASS,313
11/11/20,N5: BLOOMINGDALE,285
11/11/20,N39: SAINT ELIZABETHS,277
11/11/20,N23: GEORGETOWN EAST,266
11/11/20,N28: KINGMAN PARK,262
11/11/20,N40: SHEPHERD PARK,261
11/11/20,N44: TENLEYTOWN,252
11/11/20,N27: KENT/PALISADES,227
11/11/20,N42: STADIUM ARMORY,220
11/11/20,N25: HILL EAST,209
11/11/20,N51: WOODRIDGE,196
11/11/20,N10: CATHEDRAL HEIGHTS,179
11/11/20,N49: WASHINGTON HIGHLANDS,162
11/11/20,N9: CAPITOL HILL,157
11/11/20,N24: FOGGY BOTTOM/GWU,153
11/11/20,N50: WOODLEY PARK,135
11/11/20,N19: FOREST HILLS,122
11/11/20,N11: CHEVY CHASE,88
11/11/20,N22: GEORGETOWN,82
11/11/20,N3: BARNABY WOODS,77
11/11/20,N15: DC MEDICAL CENTER,54
11/11/20,N36: NAVAL STATION & AIR FORCE,23
11/11/20,N35: NATIONAL MALL,8
11/12/20,N13: COLUMBIA HEIGHTS,1043
11/12/20,N1: 16th ST HEIGHTS,883
11/12/20,N7: BRIGHTWOOD,796
11/12/20,N12: CHINATOWN,660
11/12/20,N31: LOGAN CIRCLE/SHAW,602
11/12/20,N37: NAYLOR/HILLCREST,593
11/12/20,N38: PETWORTH,562
11/12/20,N45: TRINIDAD,559
11/12/20,N8: BRIGHTWOOD PARK,558
11/12/20,N33: MICHIGAN PARK,530
11/12/20,N32: MARSHALL HEIGHTS,525
11/12/20,N30: LINCOLN HEIGHTS,523
11/12/20,N43: SW/WATERFRONT,483
11/12/20,N20: FORT DUPONT,458
11/12/20,N46: TWINING,442
11/12/20,N14: CONGRESS HEIGHTS/SHIPLEY,436
11/12/20,N4: BELLEVUE,431
11/12/20,N34: MOUNT PLEASANT,413
11/12/20,N47: U ST/PLEASANT,401
11/12/20,N21: FORT LINCOLN/GATEWAY,401
11/12/20,N29: LAMOND RIGGS,398
11/12/20,N48: UNION STATION,384
11/12/20,N18: EDGEWOOD,383
11/12/20,N26: HISTORIC ANACOSTIA,375
11/12/20,N2: ADAMS MORGAN,364
11/12/20,N17: EASTLAND GARDENS,354
11/12/20,N6: BRENTWOOD,353
11/12/20,N41: SOUTH COLUMBIA HEIGHTS,331
11/12/20,N16: DOUGLASS,315
11/12/20,N5: BLOOMINGDALE,288
11/12/20,N39: SAINT ELIZABETHS,279
11/12/20,N23: GEORGETOWN EAST,272
11/12/20,N40: SHEPHERD PARK,265
11/12/20,N28: KINGMAN PARK,264
11/12/20,N44: TENLEYTOWN,256
11/12/20,N27: KENT/PALISADES,229
11/12/20,N42: STADIUM ARMORY,221
11/12/20,N25: HILL EAST,211
11/12/20,N51: WOODRIDGE,196
11/12/20,N10: CATHEDRAL HEIGHTS,180
11/12/20,N9: CAPITOL HILL,162
11/12/20,N49: WASHINGTON HIGHLANDS,162
11/12/20,N24: FOGGY BOTTOM/GWU,153
11/12/20,N50: WOODLEY PARK,135
11/12/20,N19: FOREST HILLS,126
11/12/20,N11: CHEVY CHASE,89
11/12/20,N22: GEORGETOWN,84
11/12/20,N3: BARNABY WOODS,78
11/12/20,N15: DC MEDICAL CENTER,55
11/12/20,N36: NAVAL STATION & AIR FORCE,23
11/12/20,N35: NATIONAL MALL,8
11/13/20,N13: COLUMBIA HEIGHTS,1048
11/13/20,N1: 16th ST HEIGHTS,889
11/13/20,N7: BRIGHTWOOD,797
11/13/20,N12: CHINATOWN,664
11/13/20,N31: LOGAN CIRCLE/SHAW,613
11/13/20,N37: NAYLOR/HILLCREST,597
11/13/20,N45: TRINIDAD,566
11/13/20,N38: PETWORTH,566
11/13/20,N8: BRIGHTWOOD PARK,560
11/13/20,N33: MICHIGAN PARK,530
11/13/20,N30: LINCOLN HEIGHTS,529
11/13/20,N32: MARSHALL HEIGHTS,527
11/13/20,N43: SW/WATERFRONT,501
11/13/20,N20: FORT DUPONT,463
11/13/20,N46: TWINING,447
11/13/20,N14: CONGRESS HEIGHTS/SHIPLEY,439
11/13/20,N4: BELLEVUE,435
11/13/20,N34: MOUNT PLEASANT,414
11/13/20,N47: U ST/PLEASANT,409
11/13/20,N21: FORT LINCOLN/GATEWAY,407
11/13/20,N29: LAMOND RIGGS,403
11/13/20,N48: UNION STATION,395
11/13/20,N18: EDGEWOOD,389
11/13/20,N26: HISTORIC ANACOSTIA,375
11/13/20,N2: ADAMS MORGAN,368
11/13/20,N17: EASTLAND GARDENS,358
11/13/20,N6: BRENTWOOD,355
11/13/20,N41: SOUTH COLUMBIA HEIGHTS,331
11/13/20,N16: DOUGLASS,320
11/13/20,N5: BLOOMINGDALE,291
11/13/20,N39: SAINT ELIZABETHS,282
11/13/20,N23: GEORGETOWN EAST,281
11/13/20,N40: SHEPHERD PARK,267
11/13/20,N28: KINGMAN PARK,267
11/13/20,N44: TENLEYTOWN,258
11/13/20,N27: KENT/PALISADES,231
11/13/20,N42: STADIUM ARMORY,222
11/13/20,N25: HILL EAST,216
11/13/20,N51: WOODRIDGE,196
11/13/20,N10: CATHEDRAL HEIGHTS,182
11/13/20,N9: CAPITOL HILL,163
11/13/20,N49: WASHINGTON HIGHLANDS,163
11/13/20,N24: FOGGY BOTTOM/GWU,155
11/13/20,N50: WOODLEY PARK,137
11/13/20,N19: FOREST HILLS,124
11/13/20,N11: CHEVY CHASE,90
11/13/20,N22: GEORGETOWN,84
11/13/20,N3: BARNABY WOODS,78
11/13/20,N15: DC MEDICAL CENTER,55
11/13/20,N36: NAVAL STATION & AIR FORCE,23
11/13/20,N35: NATIONAL MALL,8
11/14/20,N13: COLUMBIA HEIGHTS,1053
11/14/20,N1: 16th ST HEIGHTS,898
11/14/20,N7: BRIGHTWOOD,804
11/14/20,N12: CHINATOWN,672
11/14/20,N31: LOGAN CIRCLE/SHAW,618
11/14/20,N37: NAYLOR/HILLCREST,598
11/14/20,N38: PETWORTH,574
11/14/20,N45: TRINIDAD,567
11/14/20,N8: BRIGHTWOOD PARK,563
11/14/20,N33: MICHIGAN PARK,531
11/14/20,N32: MARSHALL HEIGHTS,530
11/14/20,N30: LINCOLN HEIGHTS,530
11/14/20,N43: SW/WATERFRONT,511
11/14/20,N20: FORT DUPONT,467
11/14/20,N46: TWINING,451
11/14/20,N14: CONGRESS HEIGHTS/SHIPLEY,442
11/14/20,N4: BELLEVUE,437
11/14/20,N34: MOUNT PLEASANT,420
11/14/20,N47: U ST/PLEASANT,413
11/14/20,N21: FORT LINCOLN/GATEWAY,409
11/14/20,N29: LAMOND RIGGS,404
11/14/20,N48: UNION STATION,400
11/14/20,N18: EDGEWOOD,391
11/14/20,N26: HISTORIC ANACOSTIA,376
11/14/20,N2: ADAMS MORGAN,373
11/14/20,N6: BRENTWOOD,363
11/14/20,N17: EASTLAND GARDENS,360
11/14/20,N41: SOUTH COLUMBIA HEIGHTS,333
11/14/20,N16: DOUGLASS,321
11/14/20,N5: BLOOMINGDALE,297
