Date,Neighborhood,Total Positives
5/18/20,N30: LINCOLN HEIGHTS,228
5/18/20,N33: MICHIGAN PARK,217
5/18/20,N34: MOUNT PLEASANT,206
5/18/20,N21: FORT LINCOLN/GATEWAY,204
5/18/20,N32: MARSHALL HEIGHTS,192
5/18/20,N42: STADIUM ARMORY,186
5/18/20,N20: FORT DUPONT,172
5/18/20,N14: CONGRESS HEIGHTS/SHIPLEY,172
5/18/20,N39: SAINT ELIZABETHS,163
5/18/20,N29: LAMOND RIGGS,163
5/18/20,N18: EDGEWOOD,147
5/18/20,N46: TWINING,145
5/18/20,N40: SHEPHERD PARK,142
5/18/20,N17: EASTLAND GARDENS,140
5/18/20,N41: SOUTH COLUMBIA HEIGHTS,138
5/18/20,N26: HISTORIC ANACOSTIA,138
5/18/20,N47: U ST/PLEASANT,134
5/18/20,N43: SW/WATERFRONT,128
5/18/20,N2: ADAMS MORGAN,126
5/18/20,N4: BELLEVUE,125
5/18/20,N16: DOUGLASS,124
5/18/20,Unknown,116
5/18/20,N44: TENLEYTOWN,116
5/18/20,N6: BRENTWOOD,112
5/18/20,N48: UNION STATION,106
5/18/20,N5: BLOOMINGDALE,102
5/18/20,N27: KENT/PALISADES,90
5/18/20,N28: KINGMAN PARK,80
5/18/20,N23: GEORGETOWN EAST,75
5/18/20,N51: WOODRIDGE,68
5/18/20,N24: GWU,67
5/18/20,N10: CATHEDRAL HEIGHTS,62
5/18/20,N49: WASHINGTON HIGHLANDS,55
5/18/20,N25: HILL EAST,54
5/18/20,N50: WOODLEY PARK,47
5/18/20,N9: CAPITOL HILL,42
5/18/20,N11: CHEVY CHASE,41
5/18/20,N19: FOREST HILLS,37
5/18/20,N3: BARNABY WOODS,34
5/18/20,N15: DC MEDICAL CENTER,18
5/18/20,N22: GEORGETOWN,15
5/18/20,N36: NAVAL STATION & AIR FORCE,2
5/18/20,N35: NATIONAL MALL,1
5/19/20,N13: COLUMBIA HEIGHTS,454
5/19/20,N1: 16th ST HEIGHTS,408
5/19/20,N7: BRIGHTWOOD,376
5/19/20,N12: CHINATOWN,277
5/19/20,N37: NAYLOR/HILLCREST,275
5/19/20,N8: BRIGHTWOOD PARK,247
5/19/20,N31: LOGAN CIRCLE/SHAW,245
5/19/20,N45: TRINIDAD,239
5/19/20,N38: PETWORTH,238
5/19/20,N30: LINCOLN HEIGHTS,229
5/19/20,N33: MICHIGAN PARK,223
5/19/20,N34: MOUNT PLEASANT,206
5/19/20,N21: FORT LINCOLN/GATEWAY,205
5/19/20,N32: MARSHALL HEIGHTS,194
5/19/20,N42: STADIUM ARMORY,185
5/19/20,N14: CONGRESS HEIGHTS/SHIPLEY,179
5/19/20,N20: FORT DUPONT,172
5/19/20,N29: LAMOND RIGGS,168
5/19/20,N39: SAINT ELIZABETHS,165
5/19/20,N18: EDGEWOOD,150
5/19/20,N46: TWINING,148
5/19/20,N40: SHEPHERD PARK,145
5/19/20,N17: EASTLAND GARDENS,144
5/19/20,N26: HISTORIC ANACOSTIA,141
5/19/20,N41: SOUTH COLUMBIA HEIGHTS,139
5/19/20,N47: U ST/PLEASANT,136
5/19/20,N4: BELLEVUE,130
5/19/20,N43: SW/WATERFRONT,129
5/19/20,N16: DOUGLASS,127
5/19/20,N2: ADAMS MORGAN,126
5/19/20,Unknown,118
5/19/20,N6: BRENTWOOD,114
5/19/20,N44: TENLEYTOWN,114
5/19/20,N48: UNION STATION,107
5/19/20,N5: BLOOMINGDALE,103
5/19/20,N27: KENT/PALISADES,93
5/19/20,N28: KINGMAN PARK,80
5/19/20,N23: GEORGETOWN EAST,74
5/19/20,N51: WOODRIDGE,68
5/19/20,N24: GWU,67
5/19/20,N10: CATHEDRAL HEIGHTS,62
5/19/20,N49: WASHINGTON HIGHLANDS,56
5/19/20,N25: HILL EAST,56
5/19/20,N50: WOODLEY PARK,47
5/19/20,N9: CAPITOL HILL,42
5/19/20,N11: CHEVY CHASE,41
5/19/20,N19: FOREST HILLS,38
5/19/20,N3: BARNABY WOODS,34
5/19/20,N15: DC MEDICAL CENTER,18
5/19/20,N22: GEORGETOWN,15
5/19/20,N36: NAVAL STATION & AIR FORCE,3
5/19/20,N35: NATIONAL MALL,1
5/20/20,N13: COLUMBIA HEIGHTS,478
5/20/20,N1: 16th ST HEIGHTS,433
5/20/20,N7: BRIGHTWOOD,393
5/20/20,N37: NAYLOR/HILLCREST,283
5/20/20,N12: CHINATOWN,281
5/20/20,N8: BRIGHTWOOD PARK,255
5/20/20,N31: LOGAN CIRCLE/SHAW,251
5/20/20,N38: PETWORTH,249
5/20/20,N45: TRINIDAD,243
5/20/20,N30: LINCOLN HEIGHTS,239
5/20/20,N33: MICHIGAN PARK,226
5/20/20,N34: MOUNT PLEASANT,211
5/20/20,N21: FORT LINCOLN/GATEWAY,208
5/20/20,N32: MARSHALL HEIGHTS,201
5/20/20,N42: STADIUM ARMORY,185
5/20/20,N20: FORT DUPONT,180
5/20/20,N14: CONGRESS HEIGHTS/SHIPLEY,180
5/20/20,N29: LAMOND RIGGS,175
5/20/20,N39: SAINT ELIZABETHS,167
5/20/20,N46: TWINING,156
5/20/20,N18: EDGEWOOD,155
5/20/20,N40: SHEPHERD PARK,151
5/20/20,N17: EASTLAND GARDENS,150
5/20/20,N41: SOUTH COLUMBIA HEIGHTS,144
5/20/20,N26: HISTORIC ANACOSTIA,144
5/20/20,N47: U ST/PLEASANT,140
5/20/20,N4: BELLEVUE,136
5/20/20,N43: SW/WATERFRONT,132
5/20/20,N16: DOUGLASS,129
5/20/20,N2: ADAMS MORGAN,128
5/20/20,Unknown,120
5/20/20,N6: BRENTWOOD,118
5/20/20,N44: TENLEYTOWN,115
5/20/20,N48: UNION STATION,112
5/20/20,N5: BLOOMINGDALE,106
5/20/20,N27: KENT/PALISADES,93
5/20/20,N28: KINGMAN PARK,84
5/20/20,N23: GEORGETOWN EAST,76
5/20/20,N51: WOODRIDGE,70
5/20/20,N24: GWU,68
5/20/20,N10: CATHEDRAL HEIGHTS,62
5/20/20,N49: WASHINGTON HIGHLANDS,58
5/20/20,N25: HILL EAST,57
5/20/20,N50: WOODLEY PARK,47
5/20/20,N9: CAPITOL HILL,44
5/20/20,N11: CHEVY CHASE,41
5/20/20,N19: FOREST HILLS,40
5/20/20,N3: BARNABY WOODS,34
5/20/20,N15: DC MEDICAL CENTER,19
5/20/20,N22: GEORGETOWN,16
5/20/20,N36: NAVAL STATION & AIR FORCE,4
5/20/20,N35: NATIONAL MALL,1
5/21/20,N13: COLUMBIA HEIGHTS,491
5/21/20,N1: 16th ST HEIGHTS,439
5/21/20,N7: BRIGHTWOOD,396
5/21/20,N37: NAYLOR/HILLCREST,287
5/21/20,N12: CHINATOWN,281
5/21/20,N8: BRIGHTWOOD PARK,257
5/21/20,N31: LOGAN CIRCLE/SHAW,253
5/21/20,N38: PETWORTH,250
5/21/20,N45: TRINIDAD,244
5/21/20,N30: LINCOLN HEIGHTS,241
5/21/20,N33: MICHIGAN PARK,231
5/21/20,N34: MOUNT PLEASANT,214
5/21/20,N21: FORT LINCOLN/GATEWAY,212
5/21/20,N32: MARSHALL HEIGHTS,202
5/21/20,N42: STADIUM ARMORY,187
5/21/20,N14: CONGRESS HEIGHTS/SHIPLEY,181
5/21/20,N20: FORT DUPONT,180
5/21/20,N29: LAMOND RIGGS,178
5/21/20,N39: SAINT ELIZABETHS,168
5/21/20,N46: TWINING,161
5/21/20,N18: EDGEWOOD,158
5/21/20,N40: SHEPHERD PARK,153
5/21/20,N17: EASTLAND GARDENS,153
5/21/20,N26: HISTORIC ANACOSTIA,146
5/21/20,N41: SOUTH COLUMBIA HEIGHTS,145
5/21/20,N47: U ST/PLEASANT,143
5/21/20,N4: BELLEVUE,139
5/21/20,N43: SW/WATERFRONT,132
5/21/20,N2: ADAMS MORGAN,131
5/21/20,N16: DOUGLASS,130
5/21/20,Unknown,122
5/21/20,N6: BRENTWOOD,121
5/21/20,N44: TENLEYTOWN,117
5/21/20,N48: UNION STATION,112
5/21/20,N5: BLOOMINGDALE,107
5/21/20,N27: KENT/PALISADES,95
5/21/20,N28: KINGMAN PARK,84
5/21/20,N23: GEORGETOWN EAST,84
5/21/20,N51: WOODRIDGE,72
5/21/20,N24: GWU,68
5/21/20,N10: CATHEDRAL HEIGHTS,63
5/21/20,N25: HILL EAST,59
5/21/20,N49: WASHINGTON HIGHLANDS,57
5/21/20,N50: WOODLEY PARK,49
5/21/20,N9: CAPITOL HILL,44
5/21/20,N19: FOREST HILLS,41
5/21/20,N11: CHEVY CHASE,41
5/21/20,N3: BARNABY WOODS,34
5/21/20,N15: DC MEDICAL CENTER,19
5/21/20,N22: GEORGETOWN,16
5/21/20,N36: NAVAL STATION & AIR FORCE,4
5/21/20,N35: NATIONAL MALL,1
5/23/20,N13: COLUMBIA HEIGHTS,506
5/23/20,N1: 16th ST HEIGHTS,455
5/23/20,N7: BRIGHTWOOD,405
5/23/20,N37: NAYLOR/HILLCREST,290
5/23/20,N12: CHINATOWN,287
5/23/20,N8: BRIGHTWOOD PARK,265
5/23/20,N38: PETWORTH,261
5/23/20,N31: LOGAN CIRCLE/SHAW,261
5/23/20,N45: TRINIDAD,251
5/23/20,N30: LINCOLN HEIGHTS,246
5/23/20,N33: MICHIGAN PARK,244
5/23/20,N34: MOUNT PLEASANT,221
5/23/20,N21: FORT LINCOLN/GATEWAY,216
5/23/20,N32: MARSHALL HEIGHTS,210
5/23/20,N14: CONGRESS HEIGHTS/SHIPLEY,190
5/23/20,N42: STADIUM ARMORY,187
5/23/20,N29: LAMOND RIGGS,182
5/23/20,N20: FORT DUPONT,181
5/23/20,N39: SAINT ELIZABETHS,171
5/23/20,N18: EDGEWOOD,165
5/23/20,N46: TWINING,164
5/23/20,N17: EASTLAND GARDENS,157
5/23/20,N40: SHEPHERD PARK,156
5/23/20,N41: SOUTH COLUMBIA HEIGHTS,150
5/23/20,N26: HISTORIC ANACOSTIA,148
5/23/20,N47: U ST/PLEASANT,145
5/23/20,N4: BELLEVUE,142
5/23/20,N43: SW/WATERFRONT,135
5/23/20,N16: DOUGLASS,133
5/23/20,N2: ADAMS MORGAN,132
5/23/20,Unknown,126
5/23/20,N6: BRENTWOOD,125
5/23/20,N44: TENLEYTOWN,124
5/23/20,N48: UNION STATION,112
5/23/20,N5: BLOOMINGDALE,110
5/23/20,N27: KENT/PALISADES,98
5/23/20,N23: GEORGETOWN EAST,96
5/23/20,N28: KINGMAN PARK,85
5/23/20,N51: WOODRIDGE,76
5/23/20,N24: GWU,69
5/23/20,N10: CATHEDRAL HEIGHTS,63
5/23/20,N25: HILL EAST,60
5/23/20,N49: WASHINGTON HIGHLANDS,57
5/23/20,N50: WOODLEY PARK,49
5/23/20,N9: CAPITOL HILL,45
5/23/20,N11: CHEVY CHASE,42
5/23/20,N19: FOREST HILLS,41
5/23/20,N3: BARNABY WOODS,34
5/23/20,N15: DC MEDICAL CENTER,21
5/23/20,N22: GEORGETOWN,16
5/23/20,N36: NAVAL STATION & AIR FORCE,4
5/23/20,N35: NATIONAL MALL,1
5/24/20,N13: COLUMBIA HEIGHTS,515
5/24/20,N1: 16th ST HEIGHTS,468
5/24/20,N7: BRIGHTWOOD,408
5/24/20,N37: NAYLOR/HILLCREST,291
5/24/20,N12: CHINATOWN,289
5/24/20,N8: BRIGHTWOOD PARK,269
5/24/20,N31: LOGAN CIRCLE/SHAW,269
5/24/20,N38: PETWORTH,267
5/24/20,N45: TRINIDAD,252
5/24/20,N30: LINCOLN HEIGHTS,251
5/24/20,N33: MICHIGAN PARK,249
5/24/20,N34: MOUNT PLEASANT,223
5/24/20,N21: FORT LINCOLN/GATEWAY,216
5/24/20,N32: MARSHALL HEIGHTS,211
5/24/20,N14: CONGRESS HEIGHTS/SHIPLEY,190
5/24/20,N42: STADIUM ARMORY,187
5/24/20,N29: LAMOND RIGGS,185
5/24/20,N20: FORT DUPONT,182
5/24/20,N39: SAINT ELIZABETHS,172
5/24/20,N46: TWINING,167
5/24/20,N18: EDGEWOOD,166
5/24/20,N17: EASTLAND GARDENS,160
5/24/20,N40: SHEPHERD PARK,159
5/24/20,N41: SOUTH COLUMBIA HEIGHTS,154
5/24/20,N26: HISTORIC ANACOSTIA,150
5/24/20,N47: U ST/PLEASANT,147
5/24/20,N4: BELLEVUE,144
5/24/20,N43: SW/WATERFRONT,142
5/24/20,N2: ADAMS MORGAN,135
5/24/20,N16: DOUGLASS,134
5/24/20,Unknown,128
5/24/20,N6: BRENTWOOD,128
5/24/20,N44: TENLEYTOWN,125
5/24/20,N48: UNION STATION,114
5/24/20,N5: BLOOMINGDALE,111
5/24/20,N27: KENT/PALISADES,99
5/24/20,N23: GEORGETOWN EAST,94
5/24/20,N28: KINGMAN PARK,86
5/24/20,N51: WOODRIDGE,78
5/24/20,N24: GWU,70
5/24/20,N10: CATHEDRAL HEIGHTS,63
5/24/20,N49: WASHINGTON HIGHLANDS,60
5/24/20,N25: HILL EAST,60
5/24/20,N50: WOODLEY PARK,51
5/24/20,N9: CAPITOL HILL,46
5/24/20,N11: CHEVY CHASE,42
5/24/20,N19: FOREST HILLS,41
5/24/20,N3: BARNABY WOODS,34
5/24/20,N15: DC MEDICAL CENTER,22
5/24/20,N22: GEORGETOWN,16
5/24/20,N36: NAVAL STATION & AIR FORCE,4
5/24/20,N35: NATIONAL MALL,1
5/25/20,N13: COLUMBIA HEIGHTS,525
5/25/20,N1: 16th ST HEIGHTS,478
5/25/20,N7: BRIGHTWOOD,411
5/25/20,N37: NAYLOR/HILLCREST,294
5/25/20,N12: CHINATOWN,290
5/25/20,N31: LOGAN CIRCLE/SHAW,275
5/25/20,N38: PETWORTH,271
5/25/20,N8: BRIGHTWOOD PARK,270
5/25/20,N45: TRINIDAD,256
5/25/20,N30: LINCOLN HEIGHTS,255
5/25/20,N33: MICHIGAN PARK,254
5/25/20,N34: MOUNT PLEASANT,228
5/25/20,N21: FORT LINCOLN/GATEWAY,218
5/25/20,N32: MARSHALL HEIGHTS,216
5/25/20,N14: CONGRESS HEIGHTS/SHIPLEY,193
5/25/20,N29: LAMOND RIGGS,190
5/25/20,N42: STADIUM ARMORY,188
5/25/20,N20: FORT DUPONT,185
5/25/20,N39: SAINT ELIZABETHS,173
5/25/20,N18: EDGEWOOD,168
5/25/20,N46: TWINING,167
5/25/20,N17: EASTLAND GARDENS,160
5/25/20,N40: SHEPHERD PARK,159
5/25/20,N41: SOUTH COLUMBIA HEIGHTS,158
5/25/20,N26: HISTORIC ANACOSTIA,151
5/25/20,N47: U ST/PLEASANT,150
5/25/20,N4: BELLEVUE,146
5/25/20,N43: SW/WATERFRONT,144
5/25/20,N2: ADAMS MORGAN,135
5/25/20,N16: DOUGLASS,134
5/25/20,N6: BRENTWOOD,131
5/25/20,Unknown,129
5/25/20,N44: TENLEYTOWN,126
5/25/20,N48: UNION STATION,115
5/25/20,N5: BLOOMINGDALE,111
5/25/20,N27: KENT/PALISADES,99
5/25/20,N23: GEORGETOWN EAST,96
5/25/20,N28: KINGMAN PARK,86
5/25/20,N51: WOODRIDGE,79
5/25/20,N24: GWU,70
5/25/20,N10: CATHEDRAL HEIGHTS,63
5/25/20,N49: WASHINGTON HIGHLANDS,60
5/25/20,N25: HILL EAST,60
5/25/20,N50: WOODLEY PARK,51
5/25/20,N9: CAPITOL HILL,46
5/25/20,N19: FOREST HILLS,42
5/25/20,N11: CHEVY CHASE,42
5/25/20,N3: BARNABY WOODS,34
5/25/20,N15: DC MEDICAL CENTER,21
5/25/20,N22: GEORGETOWN,16
5/25/20,N35: NATIONAL MALL,11
5/25/20,N36: NAVAL STATION & AIR FORCE,4
5/26/20,N13: COLUMBIA HEIGHTS,532
5/26/20,N1: 16th ST HEIGHTS,485
5/26/20,N7: BRIGHTWOOD,411
5/26/20,N37: NAYLOR/HILLCREST,299
5/26/20,N12: CHINATOWN,291
5/26/20,N31: LOGAN CIRCLE/SHAW,275
5/26/20,N38: PETWORTH,274
5/26/20,N8: BRIGHTWOOD PARK,270
5/26/20,N33: MICHIGAN PARK,260
5/26/20,N45: TRINIDAD,258
5/26/20,N30: LINCOLN HEIGHTS,257
5/26/20,N34: MOUNT PLEASANT,230
5/26/20,N21: FORT LINCOLN/GATEWAY,220
5/26/20,N32: MARSHALL HEIGHTS,216
5/26/20,N29: LAMOND RIGGS,193
5/26/20,N14: CONGRESS HEIGHTS/SHIPLEY,193
5/26/20,N42: STADIUM ARMORY,189
5/26/20,N20: FORT DUPONT,188
5/26/20,N39: SAINT ELIZABETHS,174
5/26/20,N46: TWINING,171
5/26/20,N18: EDGEWOOD,168
5/26/20,N17: EASTLAND GARDENS,162
5/26/20,N40: SHEPHERD PARK,159
5/26/20,N41: SOUTH COLUMBIA HEIGHTS,158
5/26/20,N26: HISTORIC ANACOSTIA,154
5/26/20,N47: U ST/PLEASANT,153
5/26/20,N4: BELLEVUE,151
5/26/20,N43: SW/WATERFRONT,145
5/26/20,N16: DOUGLASS,136
5/26/20,N2: ADAMS MORGAN,135
5/26/20,Unknown,131
5/26/20,N6: BRENTWOOD,131
5/26/20,N44: TENLEYTOWN,127
5/26/20,N48: UNION STATION,117
5/26/20,N5: BLOOMINGDALE,112
5/26/20,N27: KENT/PALISADES,99
5/26/20,N23: GEORGETOWN EAST,96
5/26/20,N28: KINGMAN PARK,86
5/26/20,N51: WOODRIDGE,79
5/26/20,N24: GWU,70
5/26/20,N10: CATHEDRAL HEIGHTS,63
5/26/20,N25: HILL EAST,62
5/26/20,N49: WASHINGTON HIGHLANDS,60
5/26/20,N50: WOODLEY PARK,51
5/26/20,N9: CAPITOL HILL,45
5/26/20,N19: FOREST HILLS,42
5/26/20,N11: CHEVY CHASE,42
5/26/20,N3: BARNABY WOODS,34
5/26/20,N15: DC MEDICAL CENTER,21
5/26/20,N22: GEORGETOWN,16
5/26/20,N35: NATIONAL MALL,11
5/26/20,N36: NAVAL STATION & AIR FORCE,4
5/27/20,N13: COLUMBIA HEIGHTS,532
5/27/20,N1: 16th ST HEIGHTS,485
5/27/20,N7: BRIGHTWOOD,411
5/27/20,N37: NAYLOR/HILLCREST,299
5/27/20,N12: CHINATOWN,291
5/27/20,N31: LOGAN CIRCLE/SHAW,275
5/27/20,N38: PETWORTH,274
5/27/20,N8: BRIGHTWOOD PARK,270
5/27/20,N33: MICHIGAN PARK,260
5/27/20,N45: TRINIDAD,258
5/27/20,N30: LINCOLN HEIGHTS,257
5/27/20,N34: MOUNT PLEASANT,230
5/27/20,N21: FORT LINCOLN/GATEWAY,220
5/27/20,N32: MARSHALL HEIGHTS,216
5/27/20,N29: LAMOND RIGGS,193
5/27/20,N14: CONGRESS HEIGHTS/SHIPLEY,193
5/27/20,N42: STADIUM ARMORY,189
5/27/20,N20: FORT DUPONT,188
5/27/20,N39: SAINT ELIZABETHS,174
5/27/20,N46: TWINING,171
5/27/20,N18: EDGEWOOD,168
5/27/20,N17: EASTLAND GARDENS,162
5/27/20,N40: SHEPHERD PARK,159
5/27/20,N41: SOUTH COLUMBIA HEIGHTS,158
5/27/20,N26: HISTORIC ANACOSTIA,154
5/27/20,N47: U ST/PLEASANT,153
5/27/20,N4: BELLEVUE,151
5/27/20,N43: SW/WATERFRONT,145
5/27/20,N16: DOUGLASS,136
5/27/20,N2: ADAMS MORGAN,135
5/27/20,Unknown,131
5/27/20,N6: BRENTWOOD,131
5/27/20,N44: TENLEYTOWN,127
5/27/20,N48: UNION STATION,117
5/27/20,N5: BLOOMINGDALE,112
5/27/20,N27: KENT/PALISADES,99
5/27/20,N23: GEORGETOWN EAST,96
5/27/20,N28: KINGMAN PARK,86
5/27/20,N51: WOODRIDGE,79
5/27/20,N24: GWU,70
5/27/20,N10: CATHEDRAL HEIGHTS,63
5/27/20,N25: HILL EAST,62
5/27/20,N49: WASHINGTON HIGHLANDS,60
5/27/20,N50: WOODLEY PARK,51
5/27/20,N9: CAPITOL HILL,45
5/27/20,N19: FOREST HILLS,42
5/27/20,N11: CHEVY CHASE,42
5/27/20,N3: BARNABY WOODS,34
5/27/20,N15: DC MEDICAL CENTER,21
5/27/20,N22: GEORGETOWN,16
5/27/20,N35: NATIONAL MALL,11
5/27/20,N36: NAVAL STATION & AIR FORCE,4
5/28/20,N13: COLUMBIA HEIGHTS,547
5/28/20,N1: 16th ST HEIGHTS,492
5/28/20,N7: BRIGHTWOOD,421
5/28/20,N37: NAYLOR/HILLCREST,299
5/28/20,N12: CHINATOWN,296
5/28/20,N38: PETWORTH,280
5/28/20,N31: LOGAN CIRCLE/SHAW,277
5/28/20,N8: BRIGHTWOOD PARK,270
5/28/20,N45: TRINIDAD,265
5/28/20,N33: MICHIGAN PARK,262
5/28/20,N30: LINCOLN HEIGHTS,260
5/28/20,N34: MOUNT PLEASANT,231
5/28/20,N21: FORT LINCOLN/GATEWAY,222
5/28/20,N32: MARSHALL HEIGHTS,221
5/28/20,N20: FORT DUPONT,196
5/28/20,N14: CONGRESS HEIGHTS/SHIPLEY,195
5/28/20,N29: LAMOND RIGGS,194
5/28/20,N42: STADIUM ARMORY,189
5/28/20,N39: SAINT ELIZABETHS,177
5/28/20,N46: TWINING,174
5/28/20,N18: EDGEWOOD,168
5/28/20,N17: EASTLAND GARDENS,164
5/28/20,N40: SHEPHERD PARK,159
5/28/20,N4: BELLEVUE,158
5/28/20,N41: SOUTH COLUMBIA HEIGHTS,158
5/28/20,N47: U ST/PLEASANT,155
5/28/20,N26: HISTORIC ANACOSTIA,155
5/28/20,N43: SW/WATERFRONT,150
5/28/20,N16: DOUGLASS,141
5/28/20,Unknown,137
5/28/20,N2: ADAMS MORGAN,137
5/28/20,N6: BRENTWOOD,134
5/28/20,N44: TENLEYTOWN,127
5/28/20,N48: UNION STATION,120
5/28/20,N5: BLOOMINGDALE,112
5/28/20,N27: KENT/PALISADES,103
5/28/20,N23: GEORGETOWN EAST,96
5/28/20,N28: KINGMAN PARK,89
5/28/20,N51: WOODRIDGE,80
5/28/20,N24: GWU,70
5/28/20,N25: HILL EAST,64
5/28/20,N10: CATHEDRAL HEIGHTS,63
5/28/20,N49: WASHINGTON HIGHLANDS,62
5/28/20,N50: WOODLEY PARK,52
5/28/20,N9: CAPITOL HILL,45
5/28/20,N19: FOREST HILLS,42
5/28/20,N11: CHEVY CHASE,42
5/28/20,N3: BARNABY WOODS,34
5/28/20,N15: DC MEDICAL CENTER,21
5/28/20,N22: GEORGETOWN,17
5/28/20,N35: NATIONAL MALL,11
5/28/20,N36: NAVAL STATION & AIR FORCE,4
5/29/20,N13: COLUMBIA HEIGHTS,548
5/29/20,N1: 16th ST HEIGHTS,501
5/29/20,N7: BRIGHTWOOD,427
5/29/20,N12: CHINATOWN,324
5/29/20,N37: NAYLOR/HILLCREST,315
5/29/20,N38: PETWORTH,288
5/29/20,N8: BRIGHTWOOD PARK,282
5/29/20,N45: TRINIDAD,272
5/29/20,N33: MICHIGAN PARK,264
5/29/20,N31: LOGAN CIRCLE/SHAW,264
5/29/20,N30: LINCOLN HEIGHTS,264
5/29/20,N34: MOUNT PLEASANT,241
5/29/20,N32: MARSHALL HEIGHTS,231
5/29/20,N21: FORT LINCOLN/GATEWAY,219
5/29/20,N42: STADIUM ARMORY,204
5/29/20,N14: CONGRESS HEIGHTS/SHIPLEY,202
5/29/20,N20: FORT DUPONT,199
5/29/20,N29: LAMOND RIGGS,194
5/29/20,N39: SAINT ELIZABETHS,190
5/29/20,N46: TWINING,174
5/29/20,N18: EDGEWOOD,171
5/29/20,N17: EASTLAND GARDENS,170
5/29/20,N4: BELLEVUE,166
5/29/20,N47: U ST/PLEASANT,162
5/29/20,N41: SOUTH COLUMBIA HEIGHTS,161
5/29/20,N26: HISTORIC ANACOSTIA,157
5/29/20,N40: SHEPHERD PARK,156
5/29/20,Unknown,149
5/29/20,N43: SW/WATERFRONT,149
5/29/20,N16: DOUGLASS,145
5/29/20,N2: ADAMS MORGAN,142
5/29/20,N6: BRENTWOOD,141
5/29/20,N48: UNION STATION,122
5/29/20,N5: BLOOMINGDALE,116
5/29/20,N44: TENLEYTOWN,110
5/29/20,N27: KENT/PALISADES,102
5/29/20,N23: GEORGETOWN EAST,100
5/29/20,N28: KINGMAN PARK,92
5/29/20,N51: WOODRIDGE,82
5/29/20,N25: HILL EAST,67
5/29/20,N24: GWU,66
5/29/20,N49: WASHINGTON HIGHLANDS,65
5/29/20,N10: CATHEDRAL HEIGHTS,64
5/29/20,N50: WOODLEY PARK,52
5/29/20,N9: CAPITOL HILL,43
5/29/20,N11: CHEVY CHASE,43
5/29/20,N19: FOREST HILLS,42
5/29/20,N3: BARNABY WOODS,34
5/29/20,N15: DC MEDICAL CENTER,20
5/29/20,N22: GEORGETOWN,17
5/29/20,N36: NAVAL STATION & AIR FORCE,4
5/29/20,N35: NATIONAL MALL,4
5/30/20,N13: COLUMBIA HEIGHTS,555
5/30/20,N1: 16th ST HEIGHTS,505
5/30/20,N7: BRIGHTWOOD,429
5/30/20,N12: CHINATOWN,327
5/30/20,N37: NAYLOR/HILLCREST,314
5/30/20,N38: PETWORTH,292
5/30/20,N8: BRIGHTWOOD PARK,284
5/30/20,N45: TRINIDAD,276
5/30/20,N30: LINCOLN HEIGHTS,266
5/30/20,N33: MICHIGAN PARK,265
5/30/20,N31: LOGAN CIRCLE/SHAW,263
5/30/20,N34: MOUNT PLEASANT,241
5/30/20,N32: MARSHALL HEIGHTS,236
5/30/20,N21: FORT LINCOLN/GATEWAY,226
5/30/20,N14: CONGRESS HEIGHTS/SHIPLEY,217
5/30/20,N42: STADIUM ARMORY,208
5/30/20,N20: FORT DUPONT,203
5/30/20,N29: LAMOND RIGGS,195
5/30/20,N39: SAINT ELIZABETHS,192
5/30/20,N46: TWINING,175
5/30/20,N18: EDGEWOOD,171
5/30/20,N17: EASTLAND GARDENS,170
5/30/20,N4: BELLEVUE,165
5/30/20,N47: U ST/PLEASANT,163
5/30/20,N41: SOUTH COLUMBIA HEIGHTS,161
5/30/20,N26: HISTORIC ANACOSTIA,159
5/30/20,N40: SHEPHERD PARK,156
5/30/20,Unknown,154
5/30/20,N43: SW/WATERFRONT,149
5/30/20,N16: DOUGLASS,145
5/30/20,N2: ADAMS MORGAN,142
5/30/20,N6: BRENTWOOD,141
5/30/20,N48: UNION STATION,125
5/30/20,N44: TENLEYTOWN,125
5/30/20,N5: BLOOMINGDALE,116
5/30/20,N23: GEORGETOWN EAST,107
5/30/20,N27: KENT/PALISADES,103
5/30/20,N28: KINGMAN PARK,92
5/30/20,N51: WOODRIDGE,82
5/30/20,N25: HILL EAST,68
5/30/20,N49: WASHINGTON HIGHLANDS,65
5/30/20,N10: CATHEDRAL HEIGHTS,64
5/30/20,N24: GWU,53
5/30/20,N50: WOODLEY PARK,52
5/30/20,N9: CAPITOL HILL,43
5/30/20,N19: FOREST HILLS,43
5/30/20,N11: CHEVY CHASE,43
5/30/20,N3: BARNABY WOODS,34
5/30/20,N15: DC MEDICAL CENTER,20
5/30/20,N22: GEORGETOWN,17
5/30/20,N36: NAVAL STATION & AIR FORCE,4
5/30/20,N35: NATIONAL MALL,4
5/31/20,N13: COLUMBIA HEIGHTS,556
5/31/20,N1: 16th ST HEIGHTS,507
5/31/20,N7: BRIGHTWOOD,430
5/31/20,N12: CHINATOWN,329
5/31/20,N37: NAYLOR/HILLCREST,317
5/31/20,N38: PETWORTH,294
5/31/20,N8: BRIGHTWOOD PARK,284
5/31/20,N45: TRINIDAD,278
5/31/20,N31: LOGAN CIRCLE/SHAW,277
5/31/20,N30: LINCOLN HEIGHTS,269
5/31/20,N33: MICHIGAN PARK,267
5/31/20,N34: MOUNT PLEASANT,243
5/31/20,N32: MARSHALL HEIGHTS,235
5/31/20,N21: FORT LINCOLN/GATEWAY,228
